C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\center_2019_04_30_18_03_33_053.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\left_2019_04_30_18_03_33_053.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\right_2019_04_30_18_03_33_053.jpg, 0, 0, 0, 1.300435
C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\center_2019_04_30_18_03_33_167.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\left_2019_04_30_18_03_33_167.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\right_2019_04_30_18_03_33_167.jpg, 0, 0, 0, 1.284812
C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\center_2019_04_30_18_03_33_273.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\left_2019_04_30_18_03_33_273.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\right_2019_04_30_18_03_33_273.jpg, 0, 0, 0, 1.271937
C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\center_2019_04_30_18_03_33_385.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\left_2019_04_30_18_03_33_385.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\right_2019_04_30_18_03_33_385.jpg, 0, 0, 0, 1.256657
C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\center_2019_04_30_18_03_33_500.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\left_2019_04_30_18_03_33_500.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\right_2019_04_30_18_03_33_500.jpg, 0, 0, 0, 1.241561
C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\center_2019_04_30_18_03_33_609.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\left_2019_04_30_18_03_33_609.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\right_2019_04_30_18_03_33_609.jpg, 0, 0, 0, 1.22912
C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\center_2019_04_30_18_03_33_713.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\left_2019_04_30_18_03_33_713.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\right_2019_04_30_18_03_33_713.jpg, 0, 0, 0, 1.216803
C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\center_2019_04_30_18_03_33_821.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\left_2019_04_30_18_03_33_821.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\right_2019_04_30_18_03_33_821.jpg, 0, 0, 0, 1.202187
C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\center_2019_04_30_18_03_33_922.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\left_2019_04_30_18_03_33_922.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\right_2019_04_30_18_03_33_922.jpg, 0, 0, 0, 1.190141
C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\center_2019_04_30_18_03_34_026.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\left_2019_04_30_18_03_34_026.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\right_2019_04_30_18_03_34_026.jpg, 0, 0, 0, 1.178216
C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\center_2019_04_30_18_03_34_130.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\left_2019_04_30_18_03_34_130.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\right_2019_04_30_18_03_34_130.jpg, 0, 0, 0, 1.16641
C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\center_2019_04_30_18_03_34_233.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\left_2019_04_30_18_03_34_233.jpg, C:\Users\sk00479199\Desktop\SDC\simulator-windows-64\IMG\right_2019_04_30_18_03_34_233.jpg, 0, 0, 0, 1.154723
